item_id,author_id,full_name,orcid_id
21186076,1383726,Eleanor Darlington,
21120490,11557129,Justine Anthony,
21120490,2797078,Will Johnson,
21120490,1254690,Anthony Papathomas,
21120490,9851740,Kieran Breen,
21120490,3221964,Florence Kinnafick,
21119767,7551698,Tom DArcy,
21119767,1249893,Mark Elsegood,
21119767,1249668,Benjamin Buckley,
21118861,103133,Nitin Kumar,
21118861,447347,Manminder Kaur,
21118861,13148187,Gurjinderpal Singh,
21118861,8291034,Srishti Valecha,
21118861,10340000,Rubanpal Khinda,
21118861,13148190,Mario DiNapoli,
21118861,7245941,Monica Singh,
21118861,3859297,Puneetpal Singh,
21118861,1249860,Sarabjit Mastana,
21118741,8499708,Simon Briley,
21118741,2887814,Riemer Vegter,
21118741,1256892,Vicky Goosey-Tolfrey,
21118741,7062218,Barry Mason,
7479887,1171656,Gareth Cole,0000-0001-7493-0137
20768572,13543423,Piyushaa Devi Emrith,
20768572,13543426,Hareenanden Ramasawmy,
20768572,13543429,Dinesh Surroop,
20768572,1254000,Diganta Das,
20765923,13436187,Nagaraj Naik,
20765923,13436190,Prajwal Sherugar,
20765923,13436193,KA Vishnumurthy,
20765923,9005523,Arthanareeswaran Gangasalam,
20765923,1254000,Diganta Das,
20765923,13436196,Mahesh Padaki,
19382939,1258575,Neil Dixon,
19382939,1260552,Alister Smith,
20146499,12935720,Rebecca Whatmore,
20146499,1255125,Paul Wood,
20146499,3187419,Ciara Dwyer,0000-0002-7558-3664
20146499,1255260,Jonathan Millett,
20489178,3861247,Haiyan Pei,
20489178,127204,Lijie Zhang,
20489178,104692,Michael J. Betenbaugh,
20489178,91633,Liqun Jiang,
20489178,20892,Xiao Lin,
20489178,4527229,Chunxia Ma,
20489178,547420,Zhigang Yang,
20489178,66801,Xiaodong Wang,
20489178,12993045,Shuaiqi Chen,
20489178,1259934,Wen-Feng Lin,
20488884,12844913,Catherine J Marsden,
20488884,9647081,Colum Breen,
20488884,12844916,James Tinkler,
20488884,7065662,Thomas Berki,
20488884,12844919,Daniel W Lester,
20488884,1409578,Jonathan Martinelli,
20488884,1712914,Lorenzo Tei,
20488884,1250373,Stephen Butler,
20488884,1254963,Helen Willcock,
5812959,1250751,Kenny Jolley,
5812959,13220405,Benjamin März,
5812959,7126085,Thomas James Marrow,
5812959,106596,Zhaoxia Zhou,
5812959,3344753,Malcolm Heggie,
5812959,10569,Roger Smith,
5812959,7122908,Houzheng Wu,
20412246,8381697,Simon J Coles,
20412246,12469368,Peter N Horton,
20412246,8504748,Patrick Kimber,
20412246,12469371,Wim T Klooster,
20412246,12469374,Pingchuan Liu,
20412246,4765107,Felix Plasser,
20412246,1249515,Martin Smith,
20412246,12469377,Graham J Tizzard,
20368098,7308500,Anthony Kevins,0000-0003-3172-6632
20368098,7464413,Seonghui Lee,
20368023,3757717,Kate Mathers,
20368023,1255812,Stephen Rice,
20368023,9237518,Richard Chadd,
20368023,1255125,Paul Wood,
18750458,1254786,Emily Rousham,
18750458,3602807,Rebecca Pradeilles,
18750458,11660653,Rossina Pareja,
18750458,12644709,Hilary M. Creed-Kanashiro,
20180150,4765107,Felix Plasser,
20214002,4765107,Felix Plasser,
20300814,2887826,Tim Marjoribanks,
20296914,13038111,Emmet McDermott,
20296914,1250436,Tom Balshaw,
20296914,1254291,Katherine Brooke-Wavell,
20296914,4789311,Thomas M. Maden-Wilkinson,
20296914,1254987,Jonathan Folland,
20297226,6292151,Simone Guareschi,
19433009,5596958,Tinashe Chinyemba,
19433009,3831724,Dani Strickland,
19243896,4378297,Matyas Gutai,
19243896,8309153,Abolfazl Ganji Kheybarib,
19243896,11706973,Giulio Cavana,
20209106,9606357,Mohamed Romdhani,
20209106,12986562,Dale E Rae,
20209106,10771680,Mathieu Nédélec,
20209106,3232515,Achraf Ammar,
20209106,441531,Hamdi Chtourou,
20209106,12986566,Ramzi Al Horani,
20209106,5643173,Helmi Ben Saad,
20209106,3528797,Nicola Bragazzi,
20209106,12875309,Gürhan Dönmez,
20209106,786626,Tarak Driss,
20209106,10813785,Hugh HK Fullagar,
20209106,5345384,Abdulaziz Farooq,
20209106,561604,Sergio Garbarino,
20209106,441533,Omar Hammouda,
20209106,12875315,Bahar Hassanmirzaei,
20209106,5345393,Karim Khalladi,
20209106,12875318,Syrine Khemila,
20209106,9606309,Leonardo Jose Mataruna-Dos-Santos,
20209106,12875321,Imen Moussa-Chamari,
20209106,11589526,Iñigo Mujika,
20209106,12986575,Hussein Muñoz Helú,
20209106,12986577,Amin Norouzi Fashkhami,
20209106,6453524,Laisa Liane Paineiras-Domingos,
20209106,12986582,Mehrshad Rahbari Khaneghah,
20209106,12875333,Yoshitomo Saita,
20209106,3232524,Khaled Trabelsi,
20209106,10216738,Jacopo Antonino Vitale,
20209106,9606321,Jad Adrian Washif,
20209106,12875336,Johanna Weber,
20209106,441536,Nizar Souissi,
20209106,2816005,Lee Taylor,
20209106,441535,Karim Chamari,
20195342,773039,Alex Laini,
20195342,11059720,Gemma Burgazzi,
20195342,9237518,Richard Chadd,
20195342,9980057,Judy England,
20195342,9544172,Iakovos Tziortzis,
20195342,12574153,Massimo Ventrucci,
20195342,8440518,Paolo Vezza,
20195342,1255125,Paul Wood,
20195342,7216160,Pierluigi Viaroli,
20195342,6292151,Simone Guareschi,
16863232,5826992,Dipesh Patel,
16863232,1249095,Andrew Garmory,
16863232,1252104,Martin Passmore,
20080034,76489,Mark Edgar,
20080034,1249893,Mark Elsegood,
20080034,12469374,Pingchuan Liu,
20080034,12846194,Christopher R Miles,
20080034,1249515,Martin Smith,
20080034,12846197,Shimeng Wu,
20079890,3602807,Rebecca Pradeilles,
20079890,11660653,Rossina Pareja,
20079890,12644709,Hilary M. Creed-Kanashiro,
20079890,2862548,Paula Griffiths,
20079890,421001,Michelle Holdsworth,
20079890,7708397,Nervo Verdezoto,
20079890,300812,Sabrina Eymard-Duvernay,
20079890,504031,Edwige Landais,
20079890,7050695,Megan Stanley,
20079890,1254786,Emily Rousham,
20067422,5781164,Aiden Chauntry,
20067422,1255977,Nicolette Bishop,
20067422,1254141,Mark Hamer,
20067422,4352665,Nicola Paine,
20066618,10788477,Katherine Kondor,
20066618,1254861,Sabina Mihelj,
20066618,2797069,Vaclav Stetka,
20066618,6753962,Fanni Toth,
19780786,9372782,Yangfan Jiang,0000-0003-4707-5379
19780786,7308485,Sarah Bugby,
19780786,7050713,Georgina Cosma,0000-0002-4663-6907
16912477,5804693,Iain Brown,
16912477,1247901,Roger Smith,
16912477,1248948,Steven Kenny,
16912420,5804693,Iain Brown,
16912420,1247901,Roger Smith,
16912420,1248948,Steven Kenny,
16912525,5804693,Iain Brown,
16912525,1247901,Roger Smith,
16912525,1248948,Steven Kenny,
16912633,5804693,Iain Brown,
16912633,1247901,Roger Smith,
16912633,1248948,Steven Kenny,
16912645,5804693,Iain Brown,
16912645,1247901,Roger Smith,
16912645,1248948,Steven Kenny,
19940093,5781215,Danny Murguia,
19940093,1258767,Peter Demian,
19940093,1248918,Robby Soetanto,
21273294,13906953,Laudine MC Petralia,
21273294,13906956,Esrath Santha,
21273294,3625334,Anna-Janina Behrens,
21273294,13906959,D Linh Nguyen,
21273294,13906962,Mehul B Ganatra,
21273294,13906965,Christopher H Taron,
21273294,13906938,Vishal Khatri,
21273294,10637975,Ramaswamy Kalyanasundaram,
21273294,11128310,Angela van Diepen,
21273294,13906968,Cornelis H Hokke,
21273294,13906971,Jeremy M Foster,
20239776,13005552,Eileen A Haffner,
20239776,10637684,Parisa Mirbod,
20272740,10629560,Balajee Vamanan,
20272740,13020066,Hamza Bin Sohail,
20272740,13020054,Jahangir Hasan,
20272740,13020051,TN Vijaykumar,
20022605,9183521,Deborah Lauseng,0000-0001-9067-2932
20022605,10638476,Ryan Rafferty,
20022605,10634336,Kathryn Carpenter,
20022587,9183521,Deborah Lauseng,0000-0001-9067-2932
20022587,10638476,Ryan Rafferty,
20022587,10634336,Kathryn Carpenter,
19641330,12448932,Sunil Dommaraju,
19641330,12448949,Stephanie Gordon,
19641330,12448952,Ethan Rocha,
19641330,12448954,Scott Bicknell,
19641330,12448957,Daniel Loizzo,
19641330,12448959,Ayesha Mohammad,
19641330,12448962,Priya Rajan,
19641330,12448965,Alexandria Seballos,
19641330,12448966,Avisek Datta,
19641330,3900679,Rashid Ahmed,
19641330,10632800,Jerry Krishnan,
19641330,10636259,Mary Keehn,
19163753,8479218,Tina Griffin,
19163753,8355537,Rebecca Raszewski,
19164125,8479218,Tina Griffin,
19164125,8355537,Rebecca Raszewski,
16563735,11379276,James Lifton,
14714025,10640291,Therese Quinn,
14132330,9183521,Deborah Lauseng,0000-0001-9067-2932
14132330,8787974,Carmen Howard,
14132330,8052368,Jung Mi Scoulas,
14132330,10210463,Allan Berry,
14622099,9183521,Deborah Lauseng,0000-0001-9067-2932
14622099,10826579,Kristine Alpi,0000-0002-4521-3523
14622099,10826582,Brenda Linares,0000-0002-9394-4531
14622099,10826586,Elaine Sullo,0000-0002-8847-4862
14622099,10826594,Megan von Isenburg,0000-0001-6084-5775
13271489,8355537,Rebecca Raszewski,
13271489,8067884,Abigail Goben,
13271489,8986561,Martha Bergren,
13271489,7931567,Krista Jones,
13271489,4038416,Catherine Ryan,
13271489,7931495,Alana  D. Steffen,
13271489,7982399,Susan Catherine. Vonderheid,
12981158,8002835,Shannon F. Stewman,
12981158,9357842,Kenneth Tsui,
12981158,2518981,Ao Ma,
11923386,8500869,Julian Theis,
11923386,8521153,Houshang Darabi,
10755629,6878075,Linh Phan,
10755629,7919831,Yu-Min Su,
10755629,288506,Rachel Weber,
10755629,7919843,Fritzen-Pedicini Charissa,
10755629,7919846,Edomwande Osayuwamen,
10755629,7919849,Rachael M Jones,
10755650,7919831,Yu-Min Su,
10755650,6878075,Linh Phan,
10755650,7919855,Osayuwamen Edomwande,
10755650,288506,Rachel Weber,
10755650,7919858,Susan C Bleasdale,
10755650,7919861,Lisa M Brosseau,
10755650,6929543,Charissa Fritzen-Pedicini,
10755650,7919864,Monica Sikka,
10755650,7919849,Rachael M Jones,
10961114,4340155,Rosie Hanneke,
10961114,4340152,Sabrina Young,
10742573,7915577,Neil R. Smalheiser,
10742573,7915580,Gary Bonifield,
10960439,762184,Abigail Goben,
10960439,8003306,Rebecca Raszewski,
10961135,7930433,Sandra L. De Groote,
21257604,9998876,Carryn de Moor,
21257604,10005953,Doug Butterworth,
21257604,12110421,Kevern Cochrane,
21257667,9998876,Carryn de Moor,
21257667,10107127,Carl van der Lingen,
21257667,13892080,Peter Teske,
21257748,9998876,Carryn de Moor,
21257748,10005953,Doug Butterworth,
21257748,10036472,Andrea Ross-Gillespie,
21257748,10003679,Anabela Brandao,
21257748,9998819,Susan Holloway,
21257595,9998876,Carryn de Moor,
21257574,9998876,Carryn de Moor,
21257544,9998876,Carryn de Moor,
21136789,9998876,Carryn de Moor,
21136789,10107125,Janet Coetzee,
21136789,10005953,Doug Butterworth,
21070057,10003679,Anabela Brandao,
21070057,10005953,Doug Butterworth,
21070057,9998819,Susan Holloway,
20265933,4472926,Niklas Zimmer,0000-0001-8078-0403
20265933,11466181,Mzodidi Tutuka,
19883326,6040028,Mark Fleishman,
19883326,12642667,Justine McConnell,
19722961,10005953,Doug Butterworth,
19722961,9998819,Susan Holloway,
19722925,10005953,Doug Butterworth,
19722823,10005953,Doug Butterworth,
19722823,9998819,Susan Holloway,
19673499,12063324,Helena Geromont,
19673499,10005953,Doug Butterworth,
19582894,6040028,Mark Fleishman,
19582894,12405701,Christina Wald,0000-0002-3999-6146
19672986,9998876,Carryn de Moor,
19626888,10005953,Doug Butterworth,
19626819,10005953,Doug Butterworth,
19626804,12063324,Helena Geromont,
19626804,10005953,Doug Butterworth,
19626795,10005953,Doug Butterworth,
19626789,12063324,Helena Geromont,
19626789,10005953,Doug Butterworth,
19550632,9998876,Carryn de Moor,
19550632,10107125,Janet Coetzee,
19550632,10005953,Doug Butterworth,
19550632,10107127,Carl van der Lingen,
19550566,9998876,Carryn de Moor,
19550380,9998876,Carryn de Moor,
19550380,10005953,Doug Butterworth,
19550668,9998876,Carryn de Moor,
19548808,9998876,Carryn de Moor,
19548847,9998876,Carryn de Moor,
19354127,12237614,Eva Plaganyi,
19354127,6668684,Tim Skewes,
19354127,12237624,Alistair Hobday,
19354127,12237625,Laura K Blamey,
19354127,12237626,William Robinson,
19352201,10005953,Doug Butterworth,
19352207,10005953,Doug Butterworth,
19352216,10005953,Doug Butterworth,
19354118,12237629,Jose de Oliveira,
19354118,10005953,Doug Butterworth,
19354118,6217592,Anders Nielsen,
19354118,12237631,Timothy Earl,0000-0003-4698-9777
19354118,10107625,Rebecca A Rademeyer,
19354118,6214040,Casper Willestofte Berg,
19390718,10005953,Doug Butterworth,
19487066,6040028,Mark Fleishman,
19487066,12333245,Mwenya Kabwe,
19487066,6310262,Iman Isaacs,
19336514,9998876,Carryn de Moor,
19354109,12237614,Eva Plaganyi,
19354109,12237617,Vivitskaia Tulloch,
19354109,12237623,Ingrid van Putten,
19354109,12237624,Alistair Hobday,
19354109,12237625,Laura K Blamey,
19354109,10005953,Doug Butterworth,
19354109,12237626,William Robinson,
19352327,9998876,Carryn de Moor,
19352276,9998876,Carryn de Moor,
19352219,12063324,Helena Geromont,
19352213,10005953,Doug Butterworth,
19352192,9998876,Carryn de Moor,
19352168,10005953,Doug Butterworth,
19352177,10005953,Doug Butterworth,
19352177,12063324,Helena Geromont,
19352174,10107625,Rebecca A Rademeyer,
19352174,10005953,Doug Butterworth,
19144568,12063324,Helena Geromont,
19144553,12063318,Anna Kristin Danielsdottir,
19144553,10036472,Andrea Ross-Gillespie,
19144553,10005953,Doug Butterworth,
19030019,10005953,Doug Butterworth,
19030013,10005953,Doug Butterworth,
17153231,9998876,Carryn de Moor,
17153240,9998876,Carryn de Moor,
17153240,10005953,Doug Butterworth,
17153240,10107127,Carl van der Lingen,
21405315,7419920,Tracy McCaffrey,0000-0001-9699-3083
21405315,13957965,Patrick Olivier,
21405315,9973055,Dinislam Abdulgalimov,
21405315,14015249,Emma Foster,0000-0001-6279-588X
21405315,14015266,Roisin McNaney,
21405315,14015252,Heidi Ng,0000-0002-7506-3650
21405315,7482367,Linda Brennan,0000-0002-1964-1487
21405315,13383141,M P Bonham,0000-0002-4854-1581
21405315,3519464,Alice Owen,
21405315,2813791,Michael Abramson,
21078796,5792879,Lynne Carmichael,
21068719,9404585,Ai-Lin Soo,
21068719,9517347,Rhys Francis,0000-0002-8903-704X
21068719,1178250,Steve Quenette,0000-0002-0368-7341
21068719,10194309,Max Wilkinson,
21068719,8533287,Carina Kemp,
21068719,12185049,Carmel Walsh,
21068719,7536502,Adrian Burton,
20782624,9404585,Ai-Lin Soo,
20782624,9517347,Rhys Francis,0000-0002-8903-704X
20782624,1178250,Steve Quenette,0000-0002-0368-7341
18516236,9404585,Ai-Lin Soo,
18516236,9517347,Rhys Francis,0000-0002-8903-704X
18516236,1178250,Steve Quenette,0000-0002-0368-7341
20780929,9404585,Ai-Lin Soo,
20780929,9517347,Rhys Francis,0000-0002-8903-704X
20780929,1178250,Steve Quenette,0000-0002-0368-7341
20780728,9517347,Rhys Francis,0000-0002-8903-704X
20780728,1127564,Lyle Winton,0000-0002-3049-1221
20780728,2773933,JAYE WEATHERBURN,
20780728,235321,David Connell,
20780728,13578388,Sandra Ennor,
20224860,12997275,Victor Crespo Rodriguez,
20238021,11543032,Zoe Duncan,
20237625,11016004,Amna Tariq Shah,0000-0002-1053-7616
20254539,13012777,Yvette Raymond,0000-0001-8197-7996
20265963,9683180,Sunil Shrestha,0000-0002-9174-7120
20265963,5121470,Ali Qais Blebil,
20265963,8663202,Bhuvan KC,0000-0002-9135-962X
20265963,6201470,Siew Li Teoh,
20265963,4223254,simit sapkota,
20290578,6556907,Daniel Bacchieri,
20290605,13030970,Arman Pili,0000-0002-3952-9732
20105207,12899081,Nindy Sabrina,0000-0003-3777-4563
20315757,13048527,Mohammed Alkhatib,0000-0003-1557-5950
20326326,12996837,Angela Fan,
20326509,13107959,Hepsibha Chirra,0000-0001-6674-3120
20326995,11433319,Mevan Ekanayake,0000-0002-4768-5073
20327352,13108260,Swetha Chowdary Vutlapalli,0000-0001-8941-7555
20327643,13108658,Katherine Kenyon,0000-0003-0222-9565
20329248,11287086,Isra Sati,
20330670,13111932,Sadegh khanmohammadi,0000-0001-6270-380X
6715283,5450564,Lee Murray,0000-0001-5762-5915
4197945,3287745,Lynette Pretorius,0000-0002-8998-7686
4197945,3229557,Allie Ford,
4141935,3287745,Lynette Pretorius,0000-0002-8998-7686
4141935,3287754,Basil Khalifa Costas Derek Cahusac de Caux,
4141935,3287748,Cho Kwong Charlie Lam,
4141935,3287751,Ricky Lau,
20101898,5450564,Lee Murray,0000-0001-5762-5915
20101898,12896238,Nadine Normand-Marconnet,0000-0002-2909-080X
20101898,12896242,Lucas Moreira dos Anjos Santos,0000-0001-5340-4680
20057243,2899334,Irene Guidotti,0000-0003-1633-5377
20057243,1176447,Jacqueline Waylen,
19880125,9645575,Beatriz Gallo Cordoba,
19785391,9645575,Beatriz Gallo Cordoba,
19743463,9645575,Beatriz Gallo Cordoba,
19689265,7302647,Carlo Rindi Nuzzolo,0000-0002-8183-8483
19662483,9645575,Beatriz Gallo Cordoba,
19662483,11199987,Monash Centre for Youth Policy and Education Practice (CYPEP),
8085908,5550440,Susie Phillips,0000-0003-1620-2726
19106735,10915686,Catherine Flynn,
19106735,8823512,Tess Bartlett,
19093646,11773841,Eva Jenkins,
19093640,11773841,Eva Jenkins,
17192999,11061870,Katrin Oliver,0000-0003-0389-7426
16985563,11199987,Monash Centre for Youth Policy and Education Practice (CYPEP),
16985563,9645575,Beatriz Gallo Cordoba,
16985563,9038624,Kelly-Ann Allen,0000-0002-6813-0034
16902706,7419920,Tracy McCaffrey,0000-0001-9699-3083
16809811,2899334,Irene Guidotti,0000-0003-1633-5377
16531404,11199987,Monash Centre for Youth Policy and Education Practice (CYPEP),
16531404,9704069,Lucas Walsh,0000-0002-7224-2135
16531404,9703553,Jo Gleeson,0000-0002-0977-9482
16531404,6064075,Brady Robards,
15026331,11161937,Mitko Oldfield,0000-0002-8928-6556
14988762,11140637,Brian Jong,0000-0002-1340-2952
14920722,11082156,Lucy Cooper,0000-0002-7153-5358
15034800,5834501,Maliheh Rezaei,
14995044,8955941,Yasser Alsaadi,
14994783,11145771,S L Kesav Unnithan,0000-0002-8758-2554
14994915,11145859,Chamodini Nisansala Thilakarathna,0000-0003-2848-2374
14994531,11145435,Nikshay Karthigan,0000-0003-3303-0444
21316710,11829857,Jacob Macdonald,
21316710,9685985,Christopher Wild,
21316710,8392080,Gemma Ives,
21288162,11376336,Jack Pickering,0000-0002-6244-2424
21288162,8656134,Christian Reynolds,0000-0002-1073-7394
21287457,11376336,Jack Pickering,0000-0002-6244-2424
20054831,6436508,Muhammad Saleheen Aftab,
20054831,2748160,John Rossiter,
20054831,176541,Zhiming Zhang,
20054840,6436508,Muhammad Saleheen Aftab,
20054840,2748160,John Rossiter,
20054846,6436508,Muhammad Saleheen Aftab,
20054846,2748160,John Rossiter,
19228590,2759458,Andrew Cox,
19228590,647496,Eddy Verbaan,0000-0002-3068-7881
19222668,2759458,Andrew Cox,
19222668,647496,Eddy Verbaan,0000-0002-3068-7881
19222662,2759458,Andrew Cox,
19222662,647496,Eddy Verbaan,0000-0002-3068-7881
19222644,2759458,Andrew Cox,
19222644,647496,Eddy Verbaan,0000-0002-3068-7881
19222632,2759458,Andrew Cox,
19222632,647496,Eddy Verbaan,0000-0002-3068-7881
19222617,2759458,Andrew Cox,
19222617,647496,Eddy Verbaan,0000-0002-3068-7881
19222590,2759458,Andrew Cox,
19222590,647496,Eddy Verbaan,0000-0002-3068-7881
19222578,2759458,Andrew Cox,
19222578,647496,Eddy Verbaan,0000-0002-3068-7881
19222566,2759458,Andrew Cox,
19222566,647496,Eddy Verbaan,0000-0002-3068-7881
19222527,2759458,Andrew Cox,
19222527,647496,Eddy Verbaan,0000-0002-3068-7881
18627761,2768206,James Wilsdon,0000-0002-5395-5949
18627761,2801110,Jonathan Griffiths,
16877194,5498168,Thomas Webb,
16877194,3305364,Robert Smith,
16877194,5747672,Paul Schneider,
16877194,3302952,Timothy Craggs,
16877194,9940931,Robert Shaw,
13854098,2754994,Julia Bishop,
13854098,8404161,Jennifer Burr,
13854098,3378452,Andrew Cox,
13853993,2750824,Endre Kiss-Toth,
13853993,5815601,Alice Seleiro,
14407118,2768206,James Wilsdon,0000-0002-5395-5949
14407106,2768440,Tom Stafford,0000-0002-8089-9479
14407100,8405073,Simon Porter,
14407100,2894330,Helen Buckley Woods,
14407094,7051799,Rosie Higman,0000-0001-5329-7168
14407082,2755066,Heather Ellis,
14258495,2768206,James Wilsdon,0000-0002-5395-5949
13626125,2759473,Stephen Pinfield,
13626125,2799838,Peter Barr,
13626125,2768530,Glenn Waller,
13626125,7051799,Rosie Higman,0000-0001-5329-7168
13701193,7488218,Mecia Miguel,
13701193,2765140,Sonal Choudhary,
13701193,6501539,Graeme Heron,
13663589,6855401,Azar Mahmoum Gonbadi,
13663589,2765005,Andrea Genovese,
13663589,2765245,Antonino Sgalambro,
13663550,6855401,Azar Mahmoum Gonbadi,
13663550,2765005,Andrea Genovese,
13663550,2765245,Antonino Sgalambro,
13656824,6656210,Tommaso Calzolari,
13656824,2765005,Andrea Genovese,
13656824,2764987,Andrew Brint,
13656776,6656210,Tommaso Calzolari,
13656776,2765005,Andrea Genovese,
13656776,2764987,Andrew Brint,
13656767,6656210,Tommaso Calzolari,
13656767,2765005,Andrea Genovese,
13656767,2764987,Andrew Brint,
13656692,6656210,Tommaso Calzolari,
13656692,2765005,Andrea Genovese,
13656692,2764987,Andrew Brint,
13655873,6656210,Tommaso Calzolari,
13655873,2765005,Andrea Genovese,
13655873,2764987,Andrew Brint,
13634726,7447688,Dimitris Georgantzis Garcia,
13634726,7448156,Sanja Arsova,
13634720,7447688,Dimitris Georgantzis Garcia,
13634711,7447688,Dimitris Georgantzis Garcia,
13634789,7448156,Sanja Arsova,
13634789,2765005,Andrea Genovese,
13634789,2856851,Panayiotis Ketikidis,
13634789,6454859,Adrian Solomon,
13634786,7448156,Sanja Arsova,
13634786,2765005,Andrea Genovese,
13634786,2856851,Panayiotis Ketikidis,
13634786,6454859,Adrian Solomon,
13634783,7448156,Sanja Arsova,
13634783,2765005,Andrea Genovese,
13634783,2856851,Panayiotis Ketikidis,
13634780,7448156,Sanja Arsova,
13634780,2765005,Andrea Genovese,
13634780,2856851,Panayiotis Ketikidis,
13516274,4058650,Anna Krystalli,
13516274,2768440,Tom Stafford,0000-0002-8089-9479
13360028,8326449,"Petherbridge, Kate",
13360028,2747896,John Moreland,
13259753,2758228,Amy Barnes,
13222247,2768206,James Wilsdon,0000-0002-5395-5949
13222247,2758270,Colin Angus,0000-0003-0529-4135
13139087,5805332,Lee Pretlove,0000-0002-6165-1128
9980849,2758228,Amy Barnes,
9980849,4434745,Michelle Black,
5673883,772186,Marco Viceconti,0000-0002-2293-1530
5208187,2759440,Sheila Webber,0000-0002-2280-9519
5208187,2759422,Nigel Ford,
5208187,2759476,Andrew Madden,
5208187,2758246,Mary Crowder,
16905061,11624602,Maxine Cruz,
16905061,419773,Kathleen L. Prudic,
16905061,11624639,Kathy Gerst,
14481825,10698000,Mizuki Miyashita,
14481825,147733,Min Chen,
14481825,10698003,James Randall,
14481825,10698004,Naatosi Fish,
14481783,10697970,Justin Colley,
14481780,10697964,John Beavers,
14481780,10697967,Andrew Koontz-Garboden,
14481780,10697968,Scott Spicer,
14481771,3383039,José Camacho,
14481873,10698030,Aliaksei Akimenka,
14481816,1864630,Rebecca Jarvis,
14481699,10697927,Anke Himmelreich,
14481699,10697928,Katharina Hartmann,
14481684,10697913,Florian Schäfer,
14481684,10697916,Onur Özsoy,
14481684,10697919,Daniil Bondarenko,
14474421,10692253,Reed Spurling,
14474421,10692846,Sergey Shkarayev,
14474421,10692847,Adrien Bouskela,
14474421,10692852,Maddie Schiffler,
14481327,10697460,Neil Banerjee,
14477715,10692907,Natalie Shultz,
14477715,3984839,Dathon Golish,
14481798,10697980,Andreas Blümel,
14481798,10697983,Nobu Goto,
14481798,10697984,Yushi Sugimoto,
14481324,10697452,Kajsa Djärv,
14481729,10697929,Jason Overfelt,
14481876,10698050,Carol-Rose Little,
14481876,10698053,Juan Jesús Vázquez Álvarez,
14481876,10698056,Jessica Coon,
14481876,10698059,Nicolás Arcos López,
14481876,10698065,Morelia Vázquez Martínez,
14481738,3901960,James Griffiths,
14481738,10697933,Güliz Güneş,
14481738,10697936,Anikó Lipták,
14481738,10697939,Jason Merchant,
14481594,10697630,Malka Rappaport Hovav,
14481306,10697434,Maksymilian Dąbkowski,
14481300,10697430,Francesc Torres-Tamarit,
12439997,8940203,Felicity Aldava,
12439997,8997484,Jekan Thangavelautham,
12440030,8940242,Joshua Smith,
12440030,8940268,Michael Parker,
12307226,8844243,Cecilyn Bustamante Torres,
12307226,8882638,Lon Hood,0000-0002-9350-8406
12307187,8844216,Alyssa Baller,
12307187,8877774,David Dolana,
12210020,8775978,Mila Lubeck,
12210020,8800827,Christopher Harig,
12209978,8775922,Caroline McCormick,
12209978,8502339,Chun Ly,0000-0002-4245-2318
12026436,8662494,Reagen Leimbach,
12026436,8502339,Chun Ly,0000-0002-4245-2318
21257331,26238,Bo Yuan,
21257331,4725672,Tianyu Chen,
21257331,13891746,Joe Britton,
21257331,1256223,Christopher Harvey,
21257331,236612,Xiaofeng Guo,
21257331,7121840,Hezong Li,
21257331,320250,Jingjing Cao,
21257331,1250952,Simon Wang,
21070306,4765107,Felix Plasser,
21222233,1250952,Simon Wang,
21222233,1256223,Christopher Harvey,
10067294,1384335,Andrew Selby,
10067294,1383675,Robert G. Harland,
10067294,3796405,Johnny Xu,
18515096,1171617,Gary Page,0000-0002-6222-892X
17206073,4765107,Felix Plasser,
17056163,7622876,Cecilia Landa-Avila,0000-0001-6107-6736
17056163,1249797,Carolina Escobar-Tello,
17056163,1251018,Gyuchan Thomas Jun,
17056163,4352584,Rebecca Cain,
17056163,9672212,Nikki Clark,0000-0003-2027-7237
17048543,9508211,Jacob Lavin,
17048543,1253967,Edward Long,
17048543,2612875,Lewis Jones,
17048543,1248717,John Tyrer,
17048543,11706299,Jonathan Dodds,
17048543,11737507,Julian Spencer,
16660753,4765107,Felix Plasser,
16660753,1294008,Ilaria Ciofini,
16660753,1356060,Sebastian Mai,
14915109,1222809,Valerie Pinfield,0000-0002-8227-8721
14915109,11081503,Megan Povey,0000-0002-9740-2596
14332931,4765107,Felix Plasser,
13560320,5569463,Liangchao Xue,
13560320,4862320,Christopher J. Parker,0000-0002-3435-1883
13560320,1256832,Cathryn Hart,
13113869,1384317,Elizabeth Gadd,
13113860,1384317,Elizabeth Gadd,
13065344,1384317,Elizabeth Gadd,
13012271,1384317,Elizabeth Gadd,
12952181,2612875,Lewis Jones,
12952181,6422348,Mark Parry,
12952181,1248717,John Tyrer,
12952181,7208819,Jason Britton,
9118886,1383675,Robert G. Harland,
9118859,1256784,Nick Slater,
9118841,7047650,Rachel Cooper,0000-0003-1503-1304
9118829,7047637,Grant Butterworth,
11968872,1252317,Paul Lepper,
11968872,425911,Stephen Robinson,
11968872,7914563,Francesca Marubini,
11968872,335229,Lian Wang,
11968872,8561199,Sei-Him Cheong,
11968872,4514017,Ben Clark,
11968872,2284714,Steven Lloyd,
11968872,1951804,John Hartley,
12003273,7622876,Cecilia Landa-Avila,0000-0001-6107-6736
12003273,1251018,Gyuchan Thomas Jun,
12003273,4352584,Rebecca Cain,
12003273,1249797,Carolina Escobar-Tello,
9906329,6897896,Eleanor Dumbill,0000-0001-6145-2906
