item_id,file_name,file_size_bytes,link_only
19803673,Chroma A4 0745.jpg,129802,FALSE
19803673,Chroma A4 0746.jpg,129993,FALSE
19803673,Chroma A4 0747.jpg,129975,FALSE
19803673,Chroma A4 0748.jpg,104407,FALSE
19803673,Chroma A4 0749.jpg,103634,FALSE
19803673,Chroma A4 0750.jpg,103886,FALSE
19803673,Chroma A4 0751.jpg,130833,FALSE
19803673,Chroma A4 0752.jpg,130908,FALSE
19803673,Chroma A4 0753.jpg,130794,FALSE
19803673,Chroma A4 0754.jpg,103866,FALSE
19803673,Chroma A4 0755.jpg,102603,FALSE
19803673,Chroma A4 0756.jpg,131921,FALSE
19803673,Chroma A4 0757.jpg,131994,FALSE
19803673,Chroma A4 0758.jpg,131810,FALSE
19803673,Chroma A4 0759.jpg,103002,FALSE
19803673,Chroma A4 0760.jpg,106554,FALSE
19803673,Chroma A4 0761.jpg,100150,FALSE
19803673,Chroma A4 0762.jpg,132032,FALSE
19803673,Chroma A4 0763.jpg,132117,FALSE
19803673,Chroma A4 0764.jpg,132254,FALSE
19803673,Chroma A4 0765.jpg,98072,FALSE
19803673,Chroma A4 0766.jpg,104519,FALSE
19803673,Chroma A4 0767.jpg,102540,FALSE
19803673,Chroma A4 0768.jpg,132442,FALSE
19803673,Chroma A4 0769.jpg,89604,FALSE
19803673,Chroma A4 0770.jpg,90353,FALSE
19803673,Chroma A4 0771.jpg,90681,FALSE
19803673,Chroma A4 0772.jpg,95566,FALSE
19803673,Chroma A4 0773.jpg,96306,FALSE
